8
5
4
3
5
10
11
30
15
10
2
3
4
21
5
16
7
7
101
3
20
4
20
7
12
20
7
12
1
26
9
5
20
3
8
7
12
10
5
4
4
11
2
8
26
32
3
25
53
3
4
20
78
15
2
13
20
10
17
7
6
4
36
8
4
53
11
13
49
